CID,CIDint,IDSURVEY,TYPE,zHEL,zHELERR,zCMB,zCMBERR,zHD,zHDERR,VPEC,VPECERR,MWEBV,HOST_ZSPEC,HOST_ZSPECERR,HOST_RA,HOST_DEC,HOST_ANGSEP,HOST_DDLR,HOST_LOGMASS,HOST_LOGMASS_ERR,HOST_COLOR,HOST_COLOR_ERR,PKMJD,PKMJDERR,x1,x1ERR,c,cERR,mB,mBERR,mB_corr,x0,x0ERR,COV_x1_c,COV_x1_x0,COV_c_x0,NDOF,FITPROB,PROB_SCONE,PROB_SNIRFV19,PROB_SNNDESCC,PROB_SNNJ17,PROB_SNNV19,MU,MUERR_FINAL,PROBCC_BEAMS,biasCor_mu,biasCor_muCOVSCALE,biasCor_muCOVADD
1900662,1900662,10,0,0.44894,0.00100,0.44791,0.00100,0.44791,0.00176,0.00,300.00,0.01,0.4489,0.001,9.384784,-44.353103999999995,0.706,0.78,10.32,0.02,0.68,-999.00,58087.6602,0.4927,0.8376,0.4843,0.1129,0.0420,22.7220,0.0471,22.6445,1.4629E-05,6.3503E-07,0.0046,-0.0000,-0.0000,26,0.8400,0.9993,0.9692,1.0000,1.0000,1.0000,41.9677,0.1611,0.0000,-0.1210,1.0000,0.0072
1900801,1900801,10,0,0.63644,0.00100,0.63579,0.00100,0.63579,0.00192,0.00,300.00,0.01,0.6364,0.001,52.46583199999999,-27.728772999999997,0.417,0.52,9.43,0.02,0.31,-999.00,58080.1328,0.9100,-0.0613,0.6956,-0.1593,0.0685,24.7907,0.0636,25.1512,2.1762E-06,1.2747E-07,-0.0006,-0.0000,-0.0000,37,0.3279,0.9586,0.8647,0.5104,0.7116,0.2895,44.4744,96.6334,1.0000,0.1076,1.0000,0.0078
1900856,1900856,10,0,0.72477,0.00100,0.72416,0.00100,0.72416,0.00199,0.00,300.00,0.01,0.7248,0.001,54.840743999999994,-28.397083000000002,0.502,0.49,11.22,0.07,1.48,-999.00,58081.2734,0.9825,-0.8296,0.7225,-0.0430,0.0719,23.5654,0.0640,23.8094,6.7270E-06,3.9636E-07,0.0066,-0.0000,0.0000,41,0.9395,0.9997,0.9900,1.0000,0.9997,1.0000,43.1326,0.1543,0.0000,-0.2247,0.3060,0.0000
1900865,1900865,10,0,0.45463,0.00100,0.45405,0.00100,0.45405,0.00177,0.00,300.00,0.01,0.4546,0.001,52.214001,-28.306299,1.348,1.07,10.85,0.01,1.08,-999.00,58079.7578,0.3409,-1.2761,0.2493,0.0958,0.0347,23.0462,0.0380,22.6828,1.0853E-05,3.7958E-07,0.0012,-0.0000,-0.0000,34,0.9728,0.9996,0.8968,0.9998,0.9997,1.0000,42.0060,0.1761,0.0000,-0.1217,1.0000,0.0195
1901059,1901059,10,1,0.25229,0.00100,0.25126,0.00100,0.25126,0.00160,0.00,300.00,0.02,0.2523,0.001,34.972778000000005,-4.147843,0.595,0.79,9.17,0.02,0.53,-999.00,58078.6055,0.1878,1.0071,0.1593,-0.0208,0.0152,20.9227,0.0201,21.1173,7.6723E-05,1.4181E-06,0.0005,-0.0000,-0.0000,40,0.9951,0.9999,1.0000,1.0000,0.9999,1.0000,40.4405,0.1219,0.0000,0.0136,1.0000,0.0104
1901115,1901115,10,1,0.29979,0.00100,0.29874,0.00100,0.29874,0.00164,0.00,300.00,0.02,0.2998,0.001,35.546413,-6.515906,1.031,0.71,10.25,0.01,1.05,-999.00,58073.9688,0.2856,-0.3945,0.2377,0.1795,0.0215,22.0817,0.0263,21.5815,2.6382E-05,6.4017E-07,0.0008,-0.0000,-0.0000,44,0.4118,0.9995,0.6057,1.0000,0.9999,1.0000,40.9047,0.1924,0.0000,-0.1040,1.0000,0.0303
1901241,1901241,10,0,0.68264,0.00100,0.68144,0.00100,0.68144,0.00196,0.00,300.00,0.05,0.6826,0.001,42.387215000000005,-0.460149,1.079,1.79,9.28,0.03,-0.09,-999.00,58071.9805,1.0205,1.2309,0.7041,0.0935,0.0670,23.5801,0.0630,23.7536,6.6369E-06,3.8530E-07,0.0076,-0.0000,-0.0000,38,0.3235,0.9421,0.9592,0.9996,0.9948,0.9920,43.0768,0.1256,0.0001,-0.2859,0.2640,0.0000
1901257,1901257,10,0,0.52100,0.00100,0.51978,0.00100,0.51978,0.00182,0.00,300.00,0.02,0.521,0.001,36.371342,-4.748481,0.347,0.25,11.19,0.03,1.56,-999.00,58065.1875,0.6298,-1.6919,0.5877,0.0805,0.0897,23.6064,0.1070,23.2940,6.4781E-06,6.3860E-07,0.0255,-0.0000,-0.0000,33,0.7379,0.9980,0.9306,0.9996,0.9998,1.0000,42.6172,0.2281,0.0000,-0.1921,1.0000,0.0159
1901375,1901375,10,0,1.03300,0.00100,1.03221,0.00100,1.03222,0.00227,0.00,300.00,0.01,1.033,0.001,53.285679,-27.518417,0.415,0.67,10.05,0.06,0.25,-999.00,58076.5742,0.9543,1.0583,0.6078,0.0182,0.1007,24.5982,0.0607,24.8715,2.5986E-06,1.4527E-07,0.0108,-0.0000,0.0000,59,0.9884,0.9847,0.9451,0.9999,0.9951,0.9998,44.1947,0.1428,0.0000,-0.1411,0.1590,0.0000
1901738,1901738,10,0,0.47096,0.00100,0.46975,0.00100,0.46975,0.00178,0.00,300.00,0.02,0.471,0.001,35.005736999999996,-5.347675,0.354,0.36,10.75,0.03,1.18,-999.00,58087.4023,0.4953,-0.7247,0.4824,-0.1148,0.0512,22.5698,0.0573,22.7800,1.6830E-05,8.8874E-07,0.0052,-0.0000,-0.0000,29,0.4545,0.9999,0.9550,1.0000,0.9900,0.9999,42.1032,0.1329,0.0000,0.0499,0.6540,0.0000
1901798,1901798,10,0,0.47697,0.00100,0.47577,0.00100,0.47577,0.00178,0.00,300.00,0.02,0.477,0.001,35.139446,-6.560511,0.153,0.13,10.74,0.02,0.92,-999.00,58081.6562,0.6672,-1.7426,0.5933,-0.1272,0.0778,23.0436,0.0705,23.1612,1.0878E-05,7.0680E-07,0.0001,-0.0000,-0.0000,31,0.6943,0.9986,0.8825,0.9995,0.9997,1.0000,42.4845,0.2010,0.0000,0.0174,0.6370,0.0000
1901803,1901803,10,0,0.50383,0.00014,0.50262,0.00014,0.50262,0.00151,0.00,300.00,0.02,0.5038,0.0001,35.979884999999996,-5.778589,1.602,1.62,11.11,0.03,1.49,-999.00,58086.1992,0.6413,0.1454,0.6442,0.0989,0.0647,23.2910,0.0743,23.2596,8.6617E-06,5.9283E-07,0.0067,-0.0000,-0.0000,32,0.2417,0.9728,0.9475,0.9996,0.9996,0.9999,42.5828,0.1769,0.0000,-0.2348,0.6940,0.0000
1901832,1901832,10,0,0.91849,0.00100,0.91696,0.00100,0.91696,0.00216,0.00,300.00,0.02,0.9185,0.001,36.462134999999996,-4.694662999999999,1.207,1.57,11.12,0.03,1.16,-999.00,58077.0898,1.0185,-1.8118,0.5918,-0.2200,0.1525,24.4009,0.0598,24.5471,3.1163E-06,1.7153E-07,0.0090,-0.0000,0.0000,23,0.0068,0.9993,0.7813,1.0000,0.9955,1.0000,43.8703,0.2067,0.0000,0.2670,0.1740,0.0000
1901899,1901899,10,0,0.98922,0.00100,0.98846,0.00100,0.98846,0.00223,0.00,300.00,0.01,0.9892,0.001,53.397652,-28.121221999999996,1.054,1.20,11.20,0.11,1.36,-999.00,58084.4844,1.0148,0.8561,0.7113,0.1004,0.1219,24.6247,0.0684,24.8371,2.5357E-06,1.5985E-07,0.0200,-0.0000,0.0000,23,0.0531,0.5703,0.9900,0.9997,0.9879,0.2708,44.1603,0.1701,0.0604,-0.3690,0.1640,0.0000
1902212,1902212,10,0,0.28219,0.00100,0.28169,0.00100,0.28169,0.00163,0.00,300.00,0.01,0.2822,0.001,52.720451000000004,-28.292814,2.04,1.61,9.58,0.00,0.23,-999.00,58048.7969,0.1793,-0.2851,0.1483,0.2438,0.0172,22.5887,0.0215,21.6472,1.6540E-05,3.2687E-07,0.0003,-0.0000,-0.0000,39,0.2971,0.8927,0.5025,0.9999,0.9959,1.0000,40.9704,0.2443,0.0000,0.1167,1.0000,0.0549
1904061,1904061,10,0,0.62470,0.00100,0.62336,0.00100,0.62336,0.00191,0.00,300.00,0.02,0.6247,0.001,34.676975,-5.059036,1.618,1.60,10.46,0.01,0.67,-999.00,58076.5859,1.0237,-0.4676,0.6790,0.0234,0.0682,23.4383,0.0628,23.6000,7.5625E-06,4.3769E-07,0.0049,-0.0000,-0.0000,32,0.4819,0.7197,0.9936,0.9805,0.9979,0.9886,42.9232,0.1468,0.0002,-0.2911,0.3560,0.0000
1904092,1904092,10,0,0.36896,0.00100,0.36798,0.00100,0.36798,0.00170,0.00,300.00,0.01,0.369,0.001,8.889555999999999,-44.363873,0.992,0.60,10.91,0.01,1.15,-999.00,58088.6562,0.3233,-0.1531,0.3368,0.0276,0.0285,22.0997,0.0422,22.0781,2.5949E-05,1.0085E-06,0.0027,-0.0000,-0.0000,29,0.8143,0.9998,0.9800,1.0000,0.9999,1.0000,41.4013,0.1536,0.0000,-0.0702,1.0000,0.0120
1904152,1904152,10,0,0.44140,0.00100,0.44025,0.00100,0.44025,0.00175,0.00,300.00,0.02,0.4414,0.001,36.346565000000005,-5.176935,1.36,1.33,10.99,0.01,1.20,-999.00,58079.0898,0.3867,-1.1447,0.3111,0.0340,0.0367,22.8640,0.0397,22.6942,1.2835E-05,4.6907E-07,0.0010,-0.0000,-0.0000,25,0.9857,0.9998,0.9800,1.0000,0.9999,1.0000,42.0174,0.1575,0.0000,-0.1015,1.0000,0.0108
1904182,1904182,10,0,0.76798,0.00100,0.76657,0.00100,0.76657,0.00203,0.00,300.00,0.02,0.768,0.001,36.854832,-3.899722,0.096,0.07,10.78,0.05,1.21,-999.00,58073.7188,0.7921,-1.6205,0.5056,-0.0331,0.0677,23.9565,0.0493,23.9225,4.6925E-06,2.1319E-07,0.0054,-0.0000,-0.0000,37,0.0629,0.9550,0.9352,0.9988,0.9997,1.0000,43.2457,0.2214,0.0000,-0.1047,0.8850,0.0000
1904287,1904287,10,0,0.69973,0.00100,0.69905,0.00100,0.69904,0.00197,0.00,300.00,0.01,0.6997,0.001,52.376041,-27.327644,0.324,0.41,10.68,0.01,1.05,-999.00,58079.0000,0.5796,-0.3581,0.3711,-0.0168,0.0402,24.0332,0.0349,24.0981,4.3722E-06,1.4056E-07,0.0009,-0.0000,-0.0000,39,0.4691,0.9981,0.9796,0.9999,0.9995,1.0000,43.4213,0.1887,0.0000,-0.0512,1.0000,0.0098
1904293,1904293,10,0,0.44682,0.00100,0.44624,0.00100,0.44623,0.00176,0.00,300.00,0.01,0.4468,0.001,52.383957,-27.142618,0.314,0.35,10.02,0.04,0.66,-999.00,58086.4180,0.2731,0.1547,0.2199,0.0606,0.0259,22.5907,0.0321,22.5266,1.6509E-05,4.8750E-07,0.0011,-0.0000,-0.0000,30,0.2978,0.9883,1.0000,1.0000,0.9965,0.9998,41.8498,0.1525,0.0000,-0.0812,1.0000,0.0156
1904300,1904300,10,0,0.91159,0.00100,0.91082,0.00100,0.91082,0.00216,0.00,300.00,0.01,0.9116,0.001,51.898125,-28.67359,0.633,0.59,10.86,0.02,1.03,-999.00,58082.4805,1.0318,-0.6281,0.7614,0.1535,0.1675,24.6705,0.0769,24.6697,2.4311E-06,1.7226E-07,0.0447,-0.0000,-0.0000,25,0.3900,0.9674,0.9458,1.0000,0.9987,1.0000,43.9930,0.2465,0.0000,-0.5602,0.2530,0.0000
1904321,1904321,10,0,0.61233,0.00100,0.61177,0.00100,0.61177,0.00190,0.00,300.00,0.01,0.6123,0.001,54.884159,-28.828045,0.024,0.03,10.48,0.02,0.81,-999.00,58074.0078,1.1710,-0.5118,0.7500,0.1701,0.0810,23.7209,0.0748,23.6191,5.8298E-06,4.0149E-07,0.0046,-0.0000,-0.0000,41,0.9824,0.9902,0.8429,0.9999,0.9995,0.9995,42.9423,0.2008,0.0000,-0.4922,0.5130,0.0000
1904352,1904352,10,0,0.64396,0.00100,0.64337,0.00100,0.64337,0.00192,0.00,300.00,0.01,0.644,0.001,55.09409300000001,-27.367584,0.321,0.32,9.98,0.04,0.58,-999.00,58081.1367,1.0352,-1.4845,0.8081,0.0008,0.0935,23.6831,0.0856,23.7093,6.0363E-06,4.7614E-07,0.0080,-0.0000,-0.0000,37,0.9963,0.5018,0.9877,0.9995,0.9976,0.9985,43.0325,0.2473,0.0000,-0.2862,0.5890,0.0000
1905127,1905127,10,0,0.66712,0.00100,0.66579,0.00100,0.66579,0.00194,0.00,300.00,0.02,0.6671,0.001,36.025707000000004,-6.773006,0.116,0.16,10.35,0.02,0.71,-999.00,58074.6836,1.2026,0.6398,0.8639,0.1159,0.0727,23.7640,0.0669,23.9827,5.6026E-06,3.4520E-07,0.0055,-0.0000,-0.0000,38,0.7977,0.9535,0.9383,0.9994,0.9978,0.9993,43.3059,0.1418,0.0001,-0.4584,0.2540,0.0000
1905171,1905171,10,1,0.30404,0.00100,0.30307,0.00100,0.30307,0.00164,0.00,300.00,0.03,0.304,0.001,40.313133,-1.071069,0.264,0.27,9.25,0.02,0.30,-999.00,58080.1836,0.2594,0.6216,0.2517,0.0876,0.0202,21.9461,0.0279,21.7321,2.9893E-05,7.6844E-07,0.0011,-0.0000,-0.0000,42,0.3920,0.9955,0.9971,1.0000,1.0000,1.0000,41.0553,0.1987,0.0000,0.0220,1.0000,0.0327
1905184,1905184,10,0,0.45705,0.00100,0.45587,0.00100,0.45587,0.00177,0.00,300.00,0.02,0.457,0.001,36.016575,-4.411976,0.631,0.60,10.54,0.01,0.83,-999.00,58086.2773,0.3049,0.1113,0.2582,0.2243,0.0299,22.8241,0.0349,22.2862,1.3316E-05,4.2808E-07,0.0015,-0.0000,-0.0000,27,0.4875,0.0442,0.4561,0.0002,0.9375,0.0022,41.6094,0.9069,0.9528,-0.1248,1.0000,0.0294
1905244,1905244,10,0,0.36285,0.00100,0.36176,0.00100,0.36176,0.00169,0.00,300.00,0.02,0.3629,0.001,36.339825,-4.4144239999999995,0.125,0.12,10.42,0.14,1.42,-999.00,58081.6016,0.2777,-0.3714,0.2104,0.0209,0.0199,22.2172,0.0209,22.1730,2.3288E-05,4.4788E-07,0.0005,-0.0000,-0.0000,30,0.5443,0.9610,1.0000,1.0000,0.9997,1.0000,41.4962,0.1341,0.0000,-0.0618,1.0000,0.0110
1906545,1906545,10,0,0.54930,0.00100,0.54806,0.00100,0.54806,0.00184,0.00,300.00,0.02,0.5493,0.001,36.092048999999996,-5.413255,0.32,0.18,11.32,0.02,1.66,-999.00,58089.2695,0.6965,-0.4553,0.5569,-0.0749,0.0564,23.2997,0.0527,23.4693,8.5925E-06,4.1711E-07,0.0058,-0.0000,-0.0000,11,0.9770,0.9966,0.9536,0.9996,0.9995,0.9998,42.7925,0.2039,0.0000,0.0093,1.0000,0.0046
1908380,1908380,10,0,0.43770,0.00100,0.43668,0.00100,0.43668,0.00175,0.00,300.00,0.01,0.4377,0.001,10.174094,-44.019829,0.119,0.10,11.05,0.06,1.50,-999.00,58082.9141,0.5832,-2.2774,0.5122,-0.0489,0.0644,22.7660,0.0664,22.6692,1.4048E-05,8.5928E-07,0.0047,-0.0000,-0.0000,29,0.0090,0.8667,0.9548,0.9449,0.9974,0.5629,41.9924,0.1841,0.0174,-0.0983,0.9260,0.0000
1908493,1908493,10,0,0.67963,0.00100,0.67829,0.00100,0.67829,0.00195,0.00,300.00,0.02,0.6796,0.001,36.822701,-4.204097,0.661,1.01,8.98,0.02,-0.14,-999.00,58084.7734,0.6578,-1.7945,0.6239,-0.0942,0.0772,24.4125,0.0627,24.3998,3.0831E-06,1.7818E-07,0.0069,-0.0000,-0.0000,31,0.0380,0.0000,0.9663,0.0000,0.0002,0.0000,43.7230,285.3867,1.0000,-0.0012,1.0000,0.0094
1909375,1909375,10,1,0.33805,0.00100,0.33753,0.00100,0.33753,0.00167,0.00,300.00,0.01,0.3381,0.001,52.875629,-28.241770000000002,0.84,0.85,10.58,0.01,1.39,-999.00,58093.1914,0.1588,0.6250,0.1356,-0.0940,0.0142,21.4774,0.0176,21.8888,4.6030E-05,7.4582E-07,0.0002,-0.0000,-0.0000,41,0.7517,0.9996,1.0000,0.9999,0.9975,1.0000,41.2120,0.0915,0.0000,0.0009,1.0000,0.0038
1910032,1910032,10,0,0.66579,0.00100,0.66455,0.00100,0.66455,0.00194,0.00,300.00,0.00,0.6658,0.001,7.548263,-43.084621000000006,0.297,0.37,9.26,0.04,0.04,-999.00,58091.2344,0.8459,0.2423,0.7944,-0.0322,0.0704,23.5118,0.0725,23.7362,7.0674E-06,4.7184E-07,0.0152,-0.0000,-0.0000,28,0.4363,0.9692,0.9472,0.9999,0.9996,0.9999,43.0594,0.1816,0.0000,-0.1038,0.5320,0.0000
1910065,1910065,10,0,0.57988,0.00100,0.57875,0.00100,0.57875,0.00187,0.00,300.00,0.01,0.5799,0.001,9.378354,-44.134632,0.297,0.09,10.19,0.01,-0.00,-999.00,58087.0312,1.1227,-0.0533,0.9770,0.1740,0.0852,23.3825,0.0859,23.2645,7.9614E-06,6.3009E-07,0.0151,-0.0000,-0.0000,29,0.9981,0.8160,0.9007,0.9977,0.9954,0.9935,42.5877,0.2325,0.0002,-0.4144,0.6330,0.0000
1910132,1910132,10,0,0.26371,0.00100,0.26271,0.00100,0.26271,0.00161,0.00,300.00,0.02,0.2637,0.001,37.114784,-4.355264,0.688,0.34,11.10,0.16,1.48,-999.00,58087.7773,0.2082,-0.5590,0.1620,-0.0580,0.0196,21.0806,0.0234,21.2227,6.6340E-05,1.4319E-06,0.0007,-0.0000,-0.0000,25,0.0227,0.9966,0.9900,1.0000,0.9993,0.9999,40.5459,0.1112,0.0000,-0.0325,1.0000,0.0069
1912020,1912020,10,0,0.55496,0.00100,0.55436,0.00100,0.55436,0.00185,0.00,300.00,0.01,0.555,0.001,53.489655000000006,-27.379299,0.652,0.90,10.34,0.05,1.23,-999.00,58090.2969,0.5419,-0.0046,0.4988,-0.1270,0.0514,22.8972,0.0523,23.1821,1.2448E-05,5.9977E-07,0.0057,-0.0000,-0.0000,32,0.3890,0.9998,0.9093,1.0000,0.9999,1.0000,42.5053,0.1348,0.0000,0.1293,0.5970,0.0000
1912066,1912066,10,0,0.87417,0.00100,0.87344,0.00100,0.87344,0.00212,0.00,300.00,0.01,0.8742,0.001,52.743202000000004,-28.629459000000004,0.58,0.59,11.23,0.04,1.42,-999.00,58094.0273,0.7194,0.7134,0.4799,0.0386,0.0967,24.1122,0.0451,24.2616,4.0654E-06,1.6885E-07,0.0012,-0.0000,-0.0000,20,0.9281,0.0942,0.9400,0.9998,0.9390,0.6781,43.5848,0.2000,0.0091,-0.1362,0.3800,0.0000
1912110,1912110,10,0,0.53873,0.00100,0.53763,0.00100,0.53763,0.00184,0.00,300.00,0.01,0.5387,0.001,9.546219,-44.113155,0.274,0.35,9.79,0.01,0.22,-999.00,58096.5156,0.6475,1.4259,0.5705,0.0780,0.0447,22.8015,0.0459,22.8217,1.3596E-05,5.7442E-07,0.0029,-0.0000,-0.0000,23,0.1651,0.9901,0.8386,1.0000,0.9998,0.9991,42.1449,0.1735,0.0001,-0.0528,1.0000,0.0012
1912270,1912270,10,0,0.86715,0.00100,0.86642,0.00100,0.86642,0.00212,0.00,300.00,0.01,0.8672,0.001,52.739964,-27.781902000000002,0.957,1.09,9.67,0.01,-0.03,-999.00,58094.3672,1.2084,-0.5094,0.7858,-0.0650,0.1833,24.6343,0.0862,24.7403,2.5135E-06,1.9957E-07,0.0022,-0.0000,-0.0000,15,0.1448,0.0000,0.9460,0.0007,0.0001,0.0000,44.0635,449.6125,1.0000,-0.0041,0.5920,0.0000
1913214,1913214,10,1,0.31721,0.00100,0.31615,0.00100,0.31615,0.00165,0.00,300.00,0.02,0.3172,0.001,35.648705,-6.468292,1.666,1.21,10.63,0.08,1.38,-999.00,58095.2227,0.3551,-1.7064,0.2128,-0.0555,0.0233,21.7938,0.0305,21.7572,3.4393E-05,9.6528E-07,0.0013,-0.0000,-0.0000,36,0.9989,0.9990,0.9627,1.0000,1.0000,1.0000,41.0804,0.1173,0.0000,-0.0459,1.0000,0.0072
1915067,1915067,10,0,0.45804,0.00100,0.45699,0.00100,0.45699,0.00177,0.00,300.00,0.01,0.458,0.001,9.039772,-44.052299,1.117,0.86,10.74,0.00,0.97,-999.00,58098.7734,0.6987,0.7232,0.6227,0.1494,0.0494,22.8534,0.0528,22.6981,1.2961E-05,6.2977E-07,0.0050,-0.0000,-0.0000,20,0.9522,0.9969,0.8838,1.0000,0.9998,0.9996,42.0213,0.1870,0.0000,-0.1753,1.0000,0.0068
1915087,1915087,10,0,0.56216,0.00100,0.56104,0.00100,0.56104,0.00185,0.00,300.00,0.01,0.5622,0.001,9.160745,-44.221256,0.25,0.24,10.41,0.02,1.16,-999.00,58092.7266,0.7078,-2.0246,0.5609,-0.1364,0.0753,23.1110,0.0553,23.2007,1.0224E-05,5.2068E-07,0.0045,-0.0000,-0.0000,26,0.8633,0.9957,0.8196,0.9997,0.9961,0.9999,42.5240,0.1888,0.0000,0.0287,0.5860,0.0000
1915184,1915184,10,0,0.52582,0.00100,0.52460,0.00100,0.52460,0.00182,0.00,300.00,0.02,0.5258,0.001,36.5779,-4.300873,1.597,1.61,9.81,0.00,0.23,-999.00,58098.5664,0.3507,0.9265,0.2934,0.0190,0.0285,22.9579,0.0315,23.0334,1.1771E-05,3.4199E-07,0.0019,-0.0000,-0.0000,25,0.5892,0.9993,1.0000,1.0000,0.9998,1.0000,42.3566,0.1607,0.0000,-0.0044,1.0000,0.0156
1916124,1916124,10,0,0.43190,0.00100,0.43071,0.00100,0.43071,0.00175,0.00,300.00,0.02,0.4319,0.001,34.32325,-4.70075,0.218,0.25,9.60,0.02,0.20,-999.00,58095.8672,0.5559,0.9494,0.4739,0.1604,0.0416,22.7365,0.0491,22.4233,1.4435E-05,6.5267E-07,0.0037,-0.0000,-0.0000,26,0.8512,0.9933,0.9393,1.0000,0.9998,0.9999,41.7465,0.1915,0.0000,-0.0530,1.0000,0.0188
1916143,1916143,10,0,0.45481,0.00100,0.45362,0.00100,0.45362,0.00177,0.00,300.00,0.02,0.4548,0.001,35.387547,-5.621445,0.457,0.74,8.80,0.03,0.04,-999.00,58094.5898,0.4726,0.4176,0.4046,-0.1363,0.0410,22.4028,0.0475,22.7606,1.9629E-05,8.5865E-07,0.0037,-0.0000,-0.0000,26,0.2299,0.9991,0.9318,1.0000,1.0000,1.0000,42.0838,0.1424,0.0000,0.1155,1.0000,0.0029
1916193,1916193,10,0,0.62696,0.00100,0.62565,0.00100,0.62565,0.00191,0.00,300.00,0.02,0.627,0.001,36.129704,-4.582552,0.009,0.01,9.38,0.05,0.45,-999.00,58096.0938,0.5216,0.7962,0.4558,0.0901,0.0409,23.7070,0.0450,23.5730,5.9046E-06,2.4463E-07,0.0061,-0.0000,-0.0000,25,0.9249,0.9289,0.9767,0.9751,0.9989,0.3849,42.8962,0.2090,0.0240,-0.0375,1.0000,0.0225
1916207,1916207,10,0,0.40944,0.00100,0.40841,0.00100,0.40841,0.00173,0.00,300.00,0.03,0.4094,0.001,41.08231,-1.4616559999999998,1.228,1.10,9.51,0.02,0.28,-999.00,58097.1680,0.5141,0.1674,0.4086,0.0124,0.0395,22.3865,0.0478,22.4052,1.9925E-05,8.7698E-07,0.0037,-0.0000,-0.0000,26,0.6913,0.9992,1.0000,1.0000,1.0000,1.0000,41.7284,0.1651,0.0000,-0.0492,1.0000,0.0127
1918076,1918076,10,0,0.37077,0.00100,0.36966,0.00100,0.36966,0.00170,0.00,300.00,0.02,0.3708,0.001,36.165459000000006,-3.7475519999999998,0.599,0.60,9.79,0.02,0.42,-999.00,58098.4805,0.3041,0.0207,0.2417,0.1756,0.0225,22.6803,0.0297,22.0484,1.5201E-05,4.1552E-07,0.0017,-0.0000,-0.0000,31,0.6317,0.9871,0.7521,0.5118,0.9971,0.9900,41.3716,0.2529,0.0001,0.0691,1.0000,0.0567
1919017,1919017,10,0,0.21939,0.00100,0.21849,0.00100,0.21849,0.00158,0.00,300.00,0.01,0.2194,0.001,8.803791,-42.932888,0.49,0.52,10.54,0.10,1.59,-999.00,58095.2656,0.3066,-1.8688,0.3029,0.2163,0.0318,21.6967,0.0440,20.8342,3.7613E-05,1.5249E-06,0.0029,-0.0000,-0.0000,32,0.6012,0.9985,0.6794,0.9817,0.9994,0.9999,40.1574,0.2030,0.0000,-0.0938,1.0000,0.0324
1919042,1919042,10,0,0.34909,0.00100,0.34814,0.00100,0.34814,0.00168,0.00,300.00,0.01,0.3491,0.001,10.683286,-44.227905,2.372,3.29,9.95,0.01,0.50,-999.00,58101.8672,0.2708,0.1111,0.3237,0.0295,0.0221,21.9180,0.0282,21.8417,3.0676E-05,7.9735E-07,0.0030,-0.0000,-0.0000,24,0.9298,0.9996,1.0000,1.0000,0.9999,1.0000,41.1649,0.1667,0.0000,-0.0167,1.0000,0.0206
1920362,1920362,10,0,0.39883,0.00100,0.39835,0.00100,0.39835,0.00172,0.00,300.00,0.01,0.3988,0.001,55.186558,-29.210386,1.206,1.26,10.46,0.01,0.98,-999.00,58104.2422,0.4339,-0.1887,0.3314,0.1559,0.0380,22.4329,0.0413,22.1103,1.9092E-05,7.2625E-07,0.0009,-0.0000,-0.0000,30,0.5441,0.9962,0.8235,0.9998,0.9998,0.9999,41.4335,0.1903,0.0000,-0.1749,1.0000,0.0213
1920365,1920365,10,1,0.36600,0.00100,0.36549,0.00100,0.36549,0.00169,0.00,300.00,0.01,0.366,0.001,53.764412,-28.693748,3.821,3.42,10.57,0.01,1.01,-999.00,58103.8125,0.3116,0.3578,0.2244,-0.0267,0.0183,21.9020,0.0235,22.0803,3.1132E-05,6.7504E-07,0.0008,-0.0000,-0.0000,39,0.9626,0.9945,1.0000,1.0000,0.9999,1.0000,41.4035,0.1140,0.0000,-0.0187,1.0000,0.0067
1921033,1921033,10,0,0.23797,0.00100,0.23707,0.00100,0.23707,0.00159,0.00,300.00,0.03,0.238,0.001,41.598419,-0.678204,0.34,0.54,8.61,0.03,0.39,-999.00,58101.1016,0.2745,0.9471,0.2444,-0.0098,0.0162,21.0629,0.0215,21.2150,6.7428E-05,1.3375E-06,0.0012,-0.0000,-0.0000,28,0.6803,0.9999,0.9353,1.0000,1.0000,1.0000,40.5382,0.1278,0.0000,0.0122,1.0000,0.0113
1921361,1921361,10,1,0.34506,0.00100,0.34459,0.00100,0.34459,0.00168,0.00,300.00,0.01,0.3451,0.001,54.859001,-28.851612,0.29,0.54,8.37,0.06,0.27,-999.00,58104.1602,0.2754,1.3361,0.2194,-0.0572,0.0171,21.6226,0.0234,21.9537,4.0266E-05,8.6686E-07,0.0008,-0.0000,-0.0000,39,0.7870,0.9999,0.9730,1.0000,1.0000,1.0000,41.2770,0.1248,0.0000,0.0434,1.0000,0.0096
1922067,1922067,10,1,0.19870,0.00100,0.19771,0.00100,0.19771,0.00156,0.00,300.00,0.02,0.1987,0.001,34.866459000000006,-4.9131160000000005,0.275,0.30,8.97,0.03,0.43,-999.00,58105.3047,0.1861,1.3984,0.1978,-0.0479,0.0165,20.1831,0.0216,20.5328,1.5162E-04,3.0201E-06,0.0012,-0.0000,-0.0000,28,1.0000,1.0000,0.8774,1.0000,0.9999,1.0000,39.8560,0.1064,0.0000,0.0059,1.0000,0.0069
1922297,1922297,10,1,0.43327,0.00100,0.43225,0.00100,0.43225,0.00175,0.00,300.00,0.01,0.4333,0.001,9.539416000000001,-44.474734999999995,2.899,3.17,9.91,0.00,0.46,-999.00,58107.8477,0.4730,0.0241,0.4322,0.0509,0.0463,22.4266,0.0508,22.3304,1.9203E-05,8.9845E-07,0.0039,-0.0000,-0.0000,14,0.9103,0.9934,0.9980,0.9996,0.9997,0.9998,41.6536,0.1913,0.0000,-0.0775,1.0000,0.0173
